place_id,external_id,name,category,subcategory,city,state,country,latitude,longitude,location,description,tags,avg_cost,avg_rating,crowd_level,created_at,updated_at
207,place_207,Shrine - Premium,religious,religious,Bangalore,State,India,12.926429,77.559187,POINT(77.55918661302985 12.926428679181553),Must-visit religious attraction,"['temple', 'prayers']",246.89,4.85,low,2025-12-01 08:57:58.097157,2026-02-10 08:57:58.097157
208,place_208,Commercial Hub - Uptown,shopping,shopping,Bangalore,State,India,12.946764,77.537119,POINT(77.53711854005246 12.94676445880348),Popular shopping spot in Bangalore,"['bargain', 'markets', 'retail']",458.41,3.95,moderate,2025-10-25 08:57:58.097157,2026-02-10 08:57:58.097157
209,place_209,Shrine - Uptown,religious,religious,Bangalore,State,India,12.968771,77.655549,POINT(77.65554853948969 12.968770575555006),Beautiful religious destination,"['pilgrimage', 'spiritual', 'prayers', 'temple']",211.78,3.24,low,2025-04-25 08:57:58.098170,2026-02-10 08:57:58.098170
210,place_210,Art Museum,museum,museum,Bangalore,State,India,12.912659,77.559255,POINT(77.55925537160063 12.91265916798876),Best museum experience in the area,"['education', 'history']",644.02,4.27,very_low,2025-12-25 08:57:58.099155,2026-02-10 08:57:58.099155
211,place_211,Holy Place - Downtown,religious,religious,Bangalore,State,India,12.955209,77.577675,POINT(77.57767530178539 12.955208823682865),Popular religious spot in Bangalore,"['prayers', 'pilgrimage']",317.93,4.59,very_low,2025-07-11 08:57:58.099204,2026-02-10 08:57:58.099204
212,place_212,Theme Park,entertainment,entertainment,Bangalore,State,India,12.946065,77.564905,POINT(77.56490484139898 12.946065236512291),Popular entertainment spot in Bangalore,"['performance', 'crowds', 'fun', 'show']",2166.5,4.86,very_low,2025-05-03 08:57:58.100151,2026-02-10 08:57:58.100151
213,place_213,Bazaar,shopping,shopping,Bangalore,State,India,12.962417,77.552862,POINT(77.55286183053038 12.962416848374877),Popular shopping spot in Bangalore,"['bargain', 'markets', 'retail']",178.83,4.31,very_low,2025-05-01 08:57:58.100151,2026-02-10 08:57:58.100151
214,place_214,Paragliding Point - Old,adventure,adventure,Bangalore,State,India,12.997577,77.607208,POINT(77.60720836752378 12.99757731648872),Best adventure experience in the area,"['sports', 'outdoor', 'adrenaline']",2804.52,4.14,moderate,2026-01-07 08:57:58.101572,2026-02-10 08:57:58.101572
215,place_215,Cultural Hub - Old,cultural,cultural,Bangalore,State,India,12.921489,77.556978,POINT(77.55697823813234 12.921489149053665),Must-visit cultural attraction,"['tradition', 'arts', 'crafts']",771.16,3.98,high,2025-04-26 08:57:58.102144,2026-02-10 08:57:58.102144
216,place_216,Night Club,nightlife,nightlife,Bangalore,State,India,13.016285,77.624861,POINT(77.62486118505092 13.016284884469457),Best nightlife experience in the area,"['live', 'drinks', 'bar']",2238.78,4.52,moderate,2025-11-14 08:57:58.102144,2026-02-10 08:57:58.102144
217,place_217,Monument - Old,historical,historical,Bangalore,State,India,12.999379,77.716064,POINT(77.71606413214757 12.999379434233447),Must-visit historical attraction,"['old', 'archaeology', 'heritage', 'architecture']",1652.09,4.79,high,2026-01-29 08:57:58.103350,2026-02-10 08:57:58.103350
218,place_218,Zipline Course - Premium,adventure,adventure,Bangalore,State,India,12.994161,77.675763,POINT(77.67576315927431 12.994161265965927),Popular adventure spot in Bangalore,"['outdoor', 'extreme']",2678.82,4.86,high,2025-06-09 08:57:58.104138,2026-02-10 08:57:58.104187
219,place_219,Art Museum - Central,museum,museum,Bangalore,State,India,12.989959,77.53287,POINT(77.5328703777108 12.989958508011672),Hidden gem for museum lovers,"['history', 'artifacts', 'art', 'exhibition']",703.38,3.95,high,2025-12-15 08:57:58.104908,2026-02-10 08:57:58.104908
220,place_220,Green Trail - New,nature,nature,Bangalore,State,India,12.965237,77.67571,POINT(77.67570965507747 12.965237099004886),Best nature experience in the area,"['trek', 'scenic']",906.59,4.9,very_low,2025-07-08 08:57:58.105136,2026-02-10 08:57:58.105136
221,place_221,Historic Site - Uptown,historical,historical,Bangalore,State,India,12.894662,77.619957,POINT(77.61995672447726 12.894662223786238),Best historical experience in the area,"['monuments', 'heritage', 'old']",1127.77,3.95,moderate,2025-03-04 08:57:58.106134,2026-02-10 08:57:58.106134
222,place_222,Boutique District,shopping,shopping,Bangalore,State,India,12.985957,77.623798,POINT(77.6237977497439 12.98595666770615),Beautiful shopping destination,"['products', 'markets']",445.64,3.29,high,2025-03-04 08:57:58.106134,2026-02-10 08:57:58.106134
223,place_223,Cultural Hub,cultural,cultural,Bangalore,State,India,13.025048,77.599159,POINT(77.59915941369219 13.025047976763757),Must-visit cultural attraction,"['festivals', 'arts']",770.76,3.25,high,2025-05-10 08:57:58.107131,2026-02-10 08:57:58.107131
224,place_224,Food Market,food,food,Bangalore,State,India,12.921962,77.628576,POINT(77.62857561270397 12.92196174121241),Must-visit food attraction,"['cuisine', 'culture', 'restaurant']",848.81,4.38,low,2025-09-26 08:57:58.108127,2026-02-10 08:57:58.108127
225,place_225,Holy Place,religious,religious,Bangalore,State,India,12.981407,77.549397,POINT(77.5493965855132 12.981406572951196),Hidden gem for religious lovers,"['sacred', 'prayers', 'temple']",212.47,3.36,moderate,2025-05-23 08:57:58.108127,2026-02-10 08:57:58.108127
226,place_226,Arts District - Old,cultural,cultural,Kolkata,State,India,22.636925,88.389039,POINT(88.38903922134476 22.636925155953598),Popular cultural spot in Kolkata,"['arts', 'music', 'tradition']",791.48,4.59,low,2025-07-10 08:57:58.109124,2026-02-10 08:57:58.109124
227,place_227,Entertainment Complex - Downtown,entertainment,entertainment,Kolkata,State,India,22.542909,88.355618,POINT(88.35561842948412 22.542909429596566),Beautiful entertainment destination,"['interactive', 'performance', 'crowds']",2995.5,4.91,moderate,2025-12-08 08:57:58.110122,2026-02-10 08:57:58.110122
228,place_228,Cultural Museum,museum,museum,Kolkata,State,India,22.516711,88.250156,POINT(88.25015566180889 22.516711057988154),Hidden gem for museum lovers,"['exhibition', 'history', 'art']",431.24,3.93,moderate,2026-02-06 08:57:58.110122,2026-02-10 08:57:58.110122
229,place_229,Ruins,historical,historical,Kolkata,State,India,22.57664,88.329847,POINT(88.32984724196926 22.576639581486102),Popular historical spot in Kolkata,"['archaeology', 'old', 'monuments', 'architecture']",1803.01,4.21,moderate,2025-06-04 08:57:58.111210,2026-02-10 08:57:58.111210
230,place_230,Craft Village - Premium,cultural,cultural,Kolkata,State,India,22.623569,88.389179,POINT(88.38917946209179 22.62356929884801),Popular cultural spot in Kolkata,"['festivals', 'arts']",880.06,4.43,high,2025-06-18 08:57:58.111210,2026-02-10 08:57:58.111210
231,place_231,War Museum - Premium,museum,museum,Kolkata,State,India,22.447982,88.314788,POINT(88.31478799603885 22.447982189854855),Best museum experience in the area,"['art', 'education', 'exhibition', 'artifacts']",306.45,3.51,low,2025-07-15 08:57:58.112117,2026-02-10 08:57:58.112117
232,place_232,Retreat,wellness,wellness,Kolkata,State,India,22.559369,88.333532,POINT(88.33353227833939 22.559369264831396),Best wellness experience in the area,"['retreat', 'health', 'meditation', 'spa']",4399.35,3.89,moderate,2025-09-19 08:57:58.113115,2026-02-10 08:57:58.113115
233,place_233,Fun Zone,entertainment,entertainment,Kolkata,State,India,22.571853,88.347158,POINT(88.34715757581976 22.571853161133962),Must-visit entertainment attraction,"['interactive', 'fun', 'show', 'performance']",2086.0,3.92,moderate,2025-10-22 08:57:58.113115,2026-02-10 08:57:58.113115
234,place_234,Heritage Museum - Central,museum,museum,Kolkata,State,India,22.500171,88.418338,POINT(88.41833848271084 22.500170509874188),Beautiful museum destination,"['history', 'artifacts']",586.93,4.41,moderate,2025-03-20 08:57:58.114111,2026-02-10 08:57:58.114111
235,place_235,History Museum,museum,museum,Kolkata,State,India,22.677784,88.39372,POINT(88.39371985345588 22.67778365515309),Must-visit museum attraction,"['exhibition', 'artifacts', 'history']",363.47,3.42,very_low,2025-03-28 08:57:58.114111,2026-02-10 08:57:58.115111
236,place_236,Food Market - Central,food,food,Kolkata,State,India,22.512353,88.340367,POINT(88.34036693191361 22.5123532199386),Hidden gem for food lovers,"['dining', 'restaurant', 'taste']",562.14,4.54,very_high,2025-03-09 08:57:58.115111,2026-02-10 08:57:58.115111
237,place_237,Botanical Garden - Uptown,nature,nature,Kolkata,State,India,22.628373,88.330627,POINT(88.33062730334845 22.628373334154762),Must-visit nature attraction,"['forest', 'trek', 'scenic']",824.92,4.78,high,2025-05-11 08:57:58.116126,2026-02-10 08:57:58.116126
238,place_238,Wildlife Sanctuary - Old,nature,nature,Kolkata,State,India,22.574578,88.325327,POINT(88.32532651773893 22.57457803791273),Best nature experience in the area,"['scenic', 'forest', 'trek']",1118.61,4.6,moderate,2025-06-19 08:57:58.116126,2026-02-10 08:57:58.116126
239,place_239,Entertainment Hub - New,entertainment,entertainment,Kolkata,State,India,22.641005,88.305463,POINT(88.30546294857534 22.641004924088193),Must-visit entertainment attraction,"['show', 'crowds']",2151.19,3.47,low,2025-03-07 08:57:58.117104,2026-02-10 08:57:58.117104
240,place_240,Cultural Hub,cultural,cultural,Kolkata,State,India,22.48911,88.336645,POINT(88.33664450048883 22.489109992345185),Popular cultural spot in Kolkata,"['crafts', 'music']",522.11,4.77,very_high,2025-09-29 08:57:58.118102,2026-02-10 08:57:58.118102
241,place_241,Cultural Center,cultural,cultural,Kolkata,State,India,22.55904,88.333334,POINT(88.33333386103905 22.559039740336964),Beautiful cultural destination,"['arts', 'crafts', 'music', 'festivals']",553.15,3.83,very_low,2025-06-29 08:57:58.118102,2026-02-10 08:57:58.118102
242,place_242,Rock Climbing Site - Premium,adventure,adventure,Kolkata,State,India,22.581841,88.371117,POINT(88.37111717336484 22.581840515124487),Beautiful adventure destination,"['thrilling', 'outdoor', 'sports']",2919.25,4.63,moderate,2026-01-02 08:57:58.119099,2026-02-10 08:57:58.119099
243,place_243,Bar & Lounge - Old,nightlife,nightlife,Kolkata,State,India,22.559888,88.365968,POINT(88.36596842719995 22.559887593429366),Best nightlife experience in the area,"['club', 'drinks']",1617.6,4.87,low,2026-01-28 08:57:58.120134,2026-02-10 08:57:58.120134
244,place_244,Mosque - New,religious,religious,Kolkata,State,India,22.629922,88.396375,POINT(88.39637486824296 22.629922043520036),Best religious experience in the area,"['sacred', 'spiritual']",266.2,3.79,very_low,2025-11-29 08:57:58.124086,2026-02-10 08:57:58.124086
245,place_245,Pilgrimage Site,religious,religious,Kolkata,State,India,22.505121,88.343139,POINT(88.34313931160473 22.505121189422425),Best religious experience in the area,"['prayers', 'temple']",434.57,4.05,high,2025-10-27 08:57:58.125330,2026-02-10 08:57:58.125330
246,place_246,Entertainment Hub,entertainment,entertainment,Kolkata,State,India,22.653725,88.34516,POINT(88.34515978077525 22.653724917045054),Must-visit entertainment attraction,"['crowds', 'interactive']",2046.81,4.63,very_high,2025-02-17 08:57:58.126081,2026-02-10 08:57:58.126081
247,place_247,Pilgrimage Site,religious,religious,Kolkata,State,India,22.580324,88.369416,POINT(88.36941605529236 22.580324199785956),Popular religious spot in Kolkata,"['temple', 'spiritual']",345.69,4.55,moderate,2025-03-10 08:57:58.126081,2026-02-10 08:57:58.126081
248,place_248,Boutique District - Central,shopping,shopping,Kolkata,State,India,22.616752,88.344284,POINT(88.34428394987437 22.616752306385052),Beautiful shopping destination,"['products', 'retail', 'markets', 'bargain']",714.39,4.07,low,2025-09-06 08:57:58.127751,2026-02-10 08:57:58.127751
249,place_249,Bazaar,shopping,shopping,Kolkata,State,India,22.569366,88.367544,POINT(88.36754370490078 22.569365569748374),Hidden gem for shopping lovers,"['brands', 'products', 'bargain', 'retail']",445.06,4.21,low,2025-12-24 08:57:58.128074,2026-02-10 08:57:58.128074
250,place_250,Paragliding Point - Central,adventure,adventure,Kolkata,State,India,22.475838,88.387553,POINT(88.38755254641165 22.475838470759612),Must-visit adventure attraction,"['thrilling', 'adrenaline', 'sports']",2337.77,3.88,moderate,2025-04-24 08:57:58.129086,2026-02-10 08:57:58.129086
251,place_251,Amusement Park - New,entertainment,entertainment,Kolkata,State,India,22.622426,88.327417,POINT(88.32741676880894 22.62242623169483),Best entertainment experience in the area,"['show', 'performance', 'interactive']",2951.56,3.99,moderate,2026-01-27 08:57:58.129710,2026-02-10 08:57:58.129710
252,place_252,Boutique District,shopping,shopping,Kolkata,State,India,22.523284,88.374641,POINT(88.37464132530583 22.52328366180375),Popular shopping spot in Kolkata,"['bargain', 'markets', 'products']",276.14,4.75,high,2025-10-01 08:57:58.130068,2026-02-10 08:57:58.130068
253,place_253,Sandy Shore - Downtown,beach,beach,Kolkata,State,India,22.572462,88.364953,POINT(88.36495300991822 22.572462487948293),Popular beach spot in Kolkata,"['sand', 'tropical']",1837.39,3.65,low,2025-11-05 08:57:58.130068,2026-02-10 08:57:58.131067
254,place_254,Old City Heritage,historical,historical,Kolkata,State,India,22.581003,88.359701,POINT(88.3597009065597 22.58100299029834),Popular historical spot in Kolkata,"['archaeology', 'heritage', 'old']",1917.84,4.58,very_low,2025-10-20 08:57:58.131484,2026-02-10 08:57:58.131484
255,place_255,Coastal View - Uptown,beach,beach,Kolkata,State,India,22.588173,88.385417,POINT(88.38541742209524 22.588173378163052),Hidden gem for beach lovers,"['water', 'swimming', 'tropical', 'sand']",2616.14,4.06,low,2026-02-01 08:57:58.132064,2026-02-10 08:57:58.132064
256,place_256,Craft Village - Central,cultural,cultural,Kolkata,State,India,22.486773,88.296942,POINT(88.29694191322318 22.48677290559068),Popular cultural spot in Kolkata,"['festivals', 'music', 'crafts']",865.51,4.57,high,2025-05-13 08:57:58.133080,2026-02-10 08:57:58.133080
257,place_257,War Museum - Premium,museum,museum,Kolkata,State,India,22.584255,88.386137,POINT(88.38613661170815 22.58425463262574),Must-visit museum attraction,"['exhibition', 'education', 'artifacts']",321.37,4.53,high,2025-12-18 08:57:58.133080,2026-02-10 08:57:58.133080
258,place_258,Market Square - Downtown,shopping,shopping,Kolkata,State,India,22.517485,88.364361,POINT(88.36436132170722 22.517484526287937),Best shopping experience in the area,"['retail', 'products', 'bargain', 'markets']",957.27,4.34,high,2025-09-23 08:57:58.134059,2026-02-10 08:57:58.134059
259,place_259,War Museum - Old,museum,museum,Kolkata,State,India,22.532982,88.380853,POINT(88.38085272255665 22.532981555259784),Hidden gem for museum lovers,"['history', 'art', 'exhibition', 'artifacts']",775.41,4.56,low,2025-03-30 08:57:58.135056,2026-02-10 08:57:58.135056
260,place_260,Forest Walk - Premium,nature,nature,Kolkata,State,India,22.565893,88.429639,POINT(88.42963899127983 22.56589274118668),Must-visit nature attraction,"['scenic', 'peaceful', 'trek', 'mountain']",1438.06,4.58,very_high,2026-02-09 08:57:58.136051,2026-02-10 08:57:58.136051
261,place_261,Holy Place - Uptown,religious,religious,Kolkata,State,India,22.58748,88.309681,POINT(88.30968143957715 22.587480247139858),Must-visit religious attraction,"['prayers', 'spiritual']",271.24,3.19,low,2025-07-10 08:57:58.136051,2026-02-10 08:57:58.136051
262,place_262,Retreat,wellness,wellness,Kolkata,State,India,22.612654,88.419544,POINT(88.41954350703843 22.61265404818941),Popular wellness spot in Kolkata,"['yoga', 'meditation']",3636.47,4.51,low,2025-03-29 08:57:58.137050,2026-02-10 08:57:58.137050
263,place_263,Shopping Mall,shopping,shopping,Kolkata,State,India,22.581265,88.316086,POINT(88.31608612712175 22.58126523496429),Popular shopping spot in Kolkata,"['bargain', 'brands']",354.13,4.17,very_low,2025-12-25 08:57:58.138048,2026-02-10 08:57:58.138048
264,place_264,Craft Village,cultural,cultural,Kolkata,State,India,22.563828,88.351884,POINT(88.35188358812835 22.563827558513527),Popular cultural spot in Kolkata,"['festivals', 'tradition', 'arts']",539.49,3.26,very_high,2025-11-26 08:57:58.138048,2026-02-10 08:57:58.138048
265,place_265,Old City Heritage,historical,historical,Kolkata,State,India,22.630156,88.352948,POINT(88.35294840928238 22.630156470297912),Popular historical spot in Kolkata,"['heritage', 'monuments']",1741.63,4.58,high,2025-09-15 08:57:58.139090,2026-02-10 08:57:58.139090
266,place_266,Theme Park,entertainment,entertainment,Kolkata,State,India,22.538685,88.375382,POINT(88.3753820708195 22.53868466337424),Popular entertainment spot in Kolkata,"['performance', 'crowds', 'fun']",2062.71,3.87,moderate,2025-05-17 08:57:58.140041,2026-02-10 08:57:58.140041
267,place_267,Bazaar,shopping,shopping,Kolkata,State,India,22.559467,88.347081,POINT(88.34708065272945 22.559467023984194),Hidden gem for shopping lovers,"['retail', 'products', 'brands']",755.3,4.1,moderate,2025-10-10 08:57:58.140041,2026-02-10 08:57:58.140041
268,place_268,War Museum,museum,museum,Kolkata,State,India,22.533972,88.376017,POINT(88.37601736391824 22.53397156256219),Best museum experience in the area,"['education', 'history', 'art', 'exhibition']",478.05,3.3,high,2025-05-15 08:57:58.141040,2026-02-10 08:57:58.141040
269,place_269,Trekking Trail,adventure,adventure,Kolkata,State,India,22.655953,88.369975,POINT(88.36997536484203 22.65595312180711),Popular adventure spot in Kolkata,"['thrilling', 'adrenaline', 'outdoor']",2918.8,3.77,low,2025-07-02 08:57:58.141040,2026-02-10 08:57:58.141040
270,place_270,Adventure Park - Old,adventure,adventure,Kolkata,State,India,22.590756,88.391257,POINT(88.39125708375302 22.590755781387227),Beautiful adventure destination,"['extreme', 'thrilling', 'sports']",2364.24,3.71,high,2025-03-18 08:57:58.142037,2026-02-10 08:57:58.142037
271,place_271,Botanical Garden,nature,nature,Kolkata,State,India,22.501985,88.368409,POINT(88.36840913187484 22.50198528400351),Hidden gem for nature lovers,"['scenic', 'trek']",1158.31,3.62,moderate,2025-04-22 08:57:58.142668,2026-02-10 08:57:58.142668
272,place_272,Heritage Museum,museum,museum,Kolkata,State,India,22.574023,88.393743,POINT(88.39374310905372 22.57402287905916),Beautiful museum destination,"['artifacts', 'education', 'exhibition']",342.7,2.97,very_high,2025-07-05 08:57:58.143033,2026-02-10 08:57:58.143033
273,place_273,Food Market - Uptown,food,food,Kolkata,State,India,22.573732,88.293622,POINT(88.2936218473072 22.573731542633844),Beautiful food destination,"['taste', 'restaurant', 'dining', 'culture']",1751.25,3.65,very_low,2025-06-09 08:57:58.143033,2026-02-10 08:57:58.144032
274,place_274,Mountain Peak,nature,nature,Kolkata,State,India,22.588785,88.408512,POINT(88.40851248578768 22.588784922100746),Must-visit nature attraction,"['peaceful', 'mountain', 'scenic']",784.6,4.07,moderate,2025-06-04 08:57:58.144032,2026-02-10 08:57:58.144032
275,place_275,Art Museum,museum,museum,Kolkata,State,India,22.525093,88.353966,POINT(88.35396574435255 22.525093212355827),Popular museum spot in Kolkata,"['art', 'education', 'artifacts', 'history']",458.69,4.71,low,2025-05-28 08:57:58.145029,2026-02-10 08:57:58.145029
276,place_276,Sandy Shore - Old,beach,beach,Kolkata,State,India,22.592265,88.37494,POINT(88.3749404253944 22.592265352500267),Hidden gem for beach lovers,"['sand', 'swimming']",2798.5,3.08,moderate,2025-05-31 08:57:58.145029,2026-02-10 08:57:58.145029
277,place_277,Shrine,religious,religious,Kolkata,State,India,22.605848,88.314492,POINT(88.31449183261648 22.605847772886786),Popular religious spot in Kolkata,"['spiritual', 'temple', 'pilgrimage']",261.8,3.79,very_high,2025-02-22 08:57:58.146101,2026-02-10 08:57:58.146101
278,place_278,Spa & Wellness - Premium,wellness,wellness,Kolkata,State,India,22.561384,88.431344,POINT(88.43134401735607 22.561384051456095),Best wellness experience in the area,"['health', 'yoga']",2297.69,4.64,moderate,2025-11-28 08:57:58.146101,2026-02-10 08:57:58.146101
279,place_279,Cultural Center,cultural,cultural,Kolkata,State,India,22.529448,88.282753,POINT(88.28275334986594 22.529448254645853),Beautiful cultural destination,"['music', 'crafts', 'tradition', 'arts']",332.89,4.29,low,2025-10-28 08:57:58.147022,2026-02-10 08:57:58.147022
280,place_280,Shrine - New,religious,religious,Kolkata,State,India,22.517882,88.323528,POINT(88.32352788874628 22.517881760122496),Popular religious spot in Kolkata,"['temple', 'spiritual', 'prayers', 'pilgrimage']",399.12,4.29,very_low,2025-11-12 08:57:58.147022,2026-02-10 08:57:58.147022
281,place_281,Taj Mahal View - Premium,historical,historical,Kolkata,State,India,22.562291,88.34389,POINT(88.34389032494929 22.562290759968715),Beautiful historical destination,"['archaeology', 'old', 'monuments', 'architecture']",1797.39,3.14,moderate,2026-01-14 08:57:58.148021,2026-02-10 08:57:58.148021
282,place_282,Holy Place,religious,religious,Kolkata,State,India,22.591037,88.383319,POINT(88.38331878646152 22.591036902963847),Hidden gem for religious lovers,"['pilgrimage', 'temple', 'prayers', 'sacred']",325.15,4.48,high,2025-09-07 08:57:58.149019,2026-02-10 08:57:58.149019
283,place_283,Water Sports Center,beach,beach,Kolkata,State,India,22.629909,88.359001,POINT(88.35900067766397 22.629908913035244),Must-visit beach attraction,"['water', 'sea', 'tropical', 'swimming']",2560.1,4.21,moderate,2026-01-31 08:57:58.149019,2026-02-10 08:57:58.149019
284,place_284,Science Museum - Central,museum,museum,Kolkata,State,India,22.569541,88.310593,POINT(88.31059333642634 22.56954057811105),Must-visit museum attraction,"['artifacts', 'history', 'exhibition']",323.53,3.33,very_low,2025-09-02 08:57:58.150060,2026-02-10 08:57:58.150060
285,place_285,Shopping Mall - Central,shopping,shopping,Kolkata,State,India,22.487194,88.495785,POINT(88.4957847443982 22.487194030269595),Beautiful shopping destination,"['retail', 'brands', 'markets']",653.56,4.42,very_high,2025-07-27 08:57:58.151012,2026-02-10 08:57:58.151012
286,place_286,Dining Hub - Downtown,food,food,Kolkata,State,India,22.51809,88.324211,POINT(88.32421067379906 22.518089579660028),Beautiful food destination,"['dining', 'culture']",974.69,3.86,very_low,2025-03-25 08:57:58.151012,2026-02-10 08:57:58.151012
287,place_287,Rock Climbing Site - Premium,adventure,adventure,Kolkata,State,India,22.556577,88.365138,POINT(88.3651381769048 22.556576872512018),Beautiful adventure destination,"['sports', 'extreme', 'adrenaline', 'outdoor']",4986.26,4.78,low,2025-07-29 08:57:58.152021,2026-02-10 08:57:58.152021
288,place_288,Adventure Camp,adventure,adventure,Kolkata,State,India,22.570572,88.37716,POINT(88.37715993179742 22.570572469220888),Must-visit adventure attraction,"['extreme', 'outdoor']",4687.18,3.71,very_low,2025-11-26 08:57:58.153008,2026-02-10 08:57:58.153008
289,place_289,Temple,religious,religious,Kolkata,State,India,22.531736,88.402689,POINT(88.40268928283966 22.531735812498347),Popular religious spot in Kolkata,"['spiritual', 'pilgrimage', 'temple']",453.44,4.22,very_low,2025-03-20 08:57:58.153008,2026-02-10 08:57:58.153008
290,place_290,Mosque,religious,religious,Kolkata,State,India,22.603697,88.390758,POINT(88.39075802507305 22.60369729054761),Hidden gem for religious lovers,"['sacred', 'spiritual', 'temple', 'prayers']",354.19,3.35,high,2025-07-19 08:57:58.156002,2026-02-10 08:57:58.157001
291,place_291,Cultural Museum,museum,museum,Chennai,State,India,13.103332,80.24058,POINT(80.24057991889329 13.103331531153295),Must-visit museum attraction,"['history', 'exhibition', 'education', 'artifacts']",620.51,3.14,high,2025-12-27 08:57:58.157994,2026-02-10 08:57:58.157994
292,place_292,Live Music Venue,nightlife,nightlife,Chennai,State,India,13.091984,80.263747,POINT(80.26374748401065 13.091984429020938),Popular nightlife spot in Chennai,"['drinks', 'bar']",1251.29,3.77,low,2025-07-20 08:57:58.157994,2026-02-10 08:57:58.157994
293,place_293,Trekking Trail,adventure,adventure,Chennai,State,India,13.051199,80.307298,POINT(80.30729777512549 13.051198751023307),Hidden gem for adventure lovers,"['sports', 'thrilling', 'extreme']",4333.18,4.31,high,2025-06-06 08:57:58.160989,2026-02-10 08:57:58.160989
294,place_294,Mosque,religious,religious,Chennai,State,India,13.065872,80.323034,POINT(80.32303374136406 13.065872370506092),Best religious experience in the area,"['spiritual', 'sacred', 'pilgrimage', 'temple']",418.11,4.54,high,2025-10-13 08:57:58.161983,2026-02-10 08:57:58.161983
295,place_295,Night Club,nightlife,nightlife,Chennai,State,India,13.1734,80.180665,POINT(80.18066498411116 13.17340045905375),Popular nightlife spot in Chennai,"['club', 'late', 'drinks', 'bar']",2428.92,4.4,moderate,2025-06-29 08:57:58.161983,2026-02-10 08:57:58.161983
296,place_296,Nature Reserve - Downtown,nature,nature,Chennai,State,India,13.040213,80.209011,POINT(80.20901135792222 13.040212933392004),Hidden gem for nature lovers,"['forest', 'trek']",1128.41,4.75,moderate,2025-10-19 08:57:58.162980,2026-02-10 08:57:58.162980
297,place_297,Sandy Shore - New,beach,beach,Chennai,State,India,13.082576,80.326509,POINT(80.32650940322169 13.082576008443842),Hidden gem for beach lovers,"['sea', 'tropical']",1977.08,3.97,moderate,2025-04-15 08:57:58.163992,2026-02-10 08:57:58.163992
298,place_298,Holy Place - Premium,religious,religious,Chennai,State,India,13.052326,80.250482,POINT(80.2504819003655 13.052326385618986),Best religious experience in the area,"['prayers', 'spiritual', 'pilgrimage', 'temple']",450.49,4.67,high,2025-12-08 08:57:58.163992,2026-02-10 08:57:58.163992
299,place_299,Church,religious,religious,Chennai,State,India,12.96205,80.324703,POINT(80.32470280295698 12.962050365596207),Must-visit religious attraction,"['pilgrimage', 'temple']",395.06,3.62,very_high,2025-10-07 08:57:58.165048,2026-02-10 08:57:58.165048
300,place_300,Wellness Hub,wellness,wellness,Chennai,State,India,13.077485,80.238963,POINT(80.23896340548667 13.077485074431115),Popular wellness spot in Chennai,"['health', 'retreat', 'yoga']",3575.95,4.31,very_low,2025-06-19 08:57:58.165975,2026-02-10 08:57:58.165975
301,place_301,Night Market,nightlife,nightlife,Chennai,State,India,13.129993,80.254601,POINT(80.25460078167704 13.129993482184208),Must-visit nightlife attraction,"['drinks', 'bar', 'late']",2341.53,4.84,high,2025-11-05 08:57:58.165975,2026-02-10 08:57:58.165975
302,place_302,Beach Hut,beach,beach,Chennai,State,India,13.072075,80.329647,POINT(80.32964741996184 13.072074931765442),Beautiful beach destination,"['swimming', 'sand']",2164.87,4.91,low,2025-06-30 08:57:58.167036,2026-02-10 08:57:58.167036
303,place_303,Food Court,food,food,Chennai,State,India,13.097136,80.189136,POINT(80.1891362752216 13.097136400150493),Must-visit food attraction,"['culture', 'restaurant', 'taste']",1534.13,3.34,low,2025-03-17 08:57:58.167036,2026-02-10 08:57:58.167036
304,place_304,Pub Street,nightlife,nightlife,Chennai,State,India,13.131789,80.188404,POINT(80.1884038076777 13.131789047347791),Must-visit nightlife attraction,"['club', 'live', 'drinks', 'bar']",2618.39,4.62,high,2025-05-27 08:57:58.167967,2026-02-10 08:57:58.167967
305,place_305,Amusement Park,entertainment,entertainment,Chennai,State,India,13.059631,80.24582,POINT(80.24581958167188 13.05963138926266),Must-visit entertainment attraction,"['show', 'interactive', 'crowds']",2790.15,3.75,moderate,2025-03-22 08:57:58.168964,2026-02-10 08:57:58.168964
306,place_306,Trekking Trail - Uptown,adventure,adventure,Chennai,State,India,12.999435,80.256124,POINT(80.25612393445412 12.99943454606612),Hidden gem for adventure lovers,"['extreme', 'outdoor', 'thrilling']",3841.05,3.88,low,2025-07-08 08:57:58.168964,2026-02-10 08:57:58.168964
307,place_307,Live Music Venue - Central,nightlife,nightlife,Chennai,State,India,13.068876,80.288117,POINT(80.28811708696232 13.068875512220663),Beautiful nightlife destination,"['live', 'bar', 'late', 'club']",2354.25,2.86,high,2025-09-04 08:57:58.169963,2026-02-10 08:57:58.169963
308,place_308,Adventure Park,adventure,adventure,Chennai,State,India,13.030122,80.244417,POINT(80.24441733129582 13.030122365688737),Best adventure experience in the area,"['extreme', 'sports', 'adrenaline']",2395.42,4.22,high,2025-05-16 08:57:58.170967,2026-02-10 08:57:58.170967
